CNTYVTD,18R_Governor_D_tot,ValdezD_18R_Governor_pct,WhiteD_18R_Governor_pct,TOTPOP,HISP,NH_WHITE,NH_BLACK,NH_AMIN,NH_ASIAN,NH_NHPI,NH_OTHER*,VAP,HVAP,WVAP,BVAP,AMINVAP,ASIANVAP,NHPIVAP,OTHERVAP*,HVAP_pct,BVAP_pct,WVAP_pct
1134075,38,0.8684210526315791,0.13157894736842105,3723,3271,293.0,142.0,6.0,8.0,1.0,2.0,2989.0,2557.0,281.0,135.0,5.0,8.0,1.0,2.0,0.855470056875209,0.045165607226497165,0.09401137504182001
1134076,123,0.7479674796747967,0.25203252032520324,7854,6272,977.0,556.0,9.0,40.0,0.0,0.0,6359.0,4976.0,887.0,457.0,6.0,33.0,0.0,0.0,0.7825129737380091,0.07186664569900927,0.1394873407768517
1134077,94,0.8829787234042553,0.11702127659574467,1653,1079,511.0,38.0,7.0,13.0,0.0,5.0,1423.0,898.0,475.0,31.0,5.0,13.0,0.0,1.0,0.6310611384399156,0.021784961349262118,0.3338018271257906
1134078,102,0.8039215686274509,0.19607843137254904,2810,2070,599.0,113.0,9.0,10.0,0.0,9.0,2348.0,1681.0,556.0,91.0,9.0,9.0,0.0,2.0,0.7159284497444633,0.038756388415672915,0.23679727427597955
1134079,524,0.6870229007633588,0.31297709923664124,4815,1563,2878.0,265.0,20.0,67.0,6.0,16.0,4338.0,1311.0,2708.0,232.0,19.0,55.0,4.0,9.0,0.30221300138312585,0.053480866758875055,0.6242508068234209
1134080,67,0.6417910447761194,0.3582089552238806,906,135,745.0,10.0,7.0,8.0,0.0,1.0,853.0,121.0,707.0,10.0,6.0,8.0,0.0,1.0,0.14185228604923802,0.011723329425556858,0.8288393903868698
1134081,106,0.9528301886792452,0.04716981132075472,7591,6850,203.0,456.0,10.0,54.0,0.0,18.0,6110.0,5522.0,190.0,349.0,9.0,32.0,0.0,8.0,0.9037643207855974,0.05711947626841244,0.031096563011456625
1134082,15,0.8,0.2,982,804,11.0,157.0,2.0,8.0,0.0,0.0,818.0,664.0,10.0,137.0,2.0,5.0,0.0,0.0,0.8117359413202934,0.16748166259168706,0.012224938875305624
1134083,43,0.6976744186046512,0.3023255813953488,1277,1154,81.0,23.0,3.0,16.0,0.0,0.0,1018.0,904.0,75.0,23.0,3.0,13.0,0.0,0.0,0.8880157170923381,0.022593320235756387,0.07367387033398821
1134084,23,0.9130434782608696,0.08695652173913042,1587,1291,6.0,284.0,1.0,0.0,0.0,5.0,1263.0,1009.0,6.0,243.0,0.0,0.0,0.0,5.0,0.7988915281076802,0.1923990498812352,0.004750593824228029
1134085,76,0.8815789473684209,0.11842105263157895,2418,2331,47.0,29.0,5.0,0.0,0.0,6.0,1993.0,1923.0,41.0,24.0,4.0,0.0,0.0,1.0,0.9648770697441044,0.012042147516307077,0.020572002007024585
1134086,130,0.8692307692307693,0.13076923076923078,8937,6516,1214.0,1002.0,7.0,189.0,1.0,8.0,7364.0,5213.0,1180.0,773.0,5.0,187.0,1.0,5.0,0.7079033134166214,0.10497012493210213,0.16023900054318305
1134087A,17,0.5294117647058824,0.4705882352941176,7349,6299,823.0,135.0,12.0,9.0,1.0,70.0,5590.0,4727.0,727.0,121.0,6.0,8.0,1.0,0.0,0.8456171735241502,0.02164579606440072,0.1300536672629696
1134088,6,1.0,0.0,3372,2920,211.0,66.0,1.0,9.0,0.0,165.0,2373.0,2065.0,168.0,57.0,0.0,7.0,0.0,76.0,0.8702064896755162,0.02402022756005057,0.07079646017699115
1134090,1,1.0,0.0,365,253,65.0,39.0,0.0,6.0,0.0,2.0,305.0,194.0,65.0,39.0,0.0,6.0,0.0,1.0,0.6360655737704918,0.1278688524590164,0.21311475409836064
1134092,6,1.0,0.0,343,134,154.0,42.0,1.0,8.0,0.0,4.0,267.0,97.0,128.0,30.0,1.0,8.0,0.0,3.0,0.3632958801498127,0.11235955056179776,0.4794007490636704
1134093,2,1.0,0.0,152,52,9.0,91.0,0.0,0.0,0.0,0.0,124.0,47.0,9.0,68.0,0.0,0.0,0.0,0.0,0.3790322580645161,0.5483870967741935,0.07258064516129033
1134094,23,0.4782608695652174,0.5217391304347826,1059,690,309.0,31.0,1.0,23.0,0.0,5.0,883.0,544.0,287.0,24.0,1.0,22.0,0.0,5.0,0.6160815402038505,0.027180067950169882,0.3250283125707814
1134095,5,0.8,0.2,124,87,30.0,6.0,0.0,1.0,0.0,0.0,105.0,77.0,24.0,3.0,0.0,1.0,0.0,0.0,0.7333333333333333,0.028571428571428567,0.22857142857142854
1134096,1,1.0,0.0,38,2,30.0,5.0,1.0,0.0,0.0,0.0,38.0,2.0,30.0,5.0,1.0,0.0,0.0,0.0,0.05263157894736842,0.13157894736842105,0.7894736842105263
1134097A,56,0.6964285714285714,0.3035714285714285,2620,1839,600.0,145.0,5.0,25.0,3.0,3.0,2177.0,1458.0,565.0,123.0,5.0,20.0,3.0,3.0,0.669728984841525,0.056499770326136886,0.25953146531924665
1134098,0,0.0,0.0,50,25,22.0,0.0,1.0,1.0,0.0,1.0,42.0,17.0,22.0,0.0,1.0,1.0,0.0,1.0,0.4047619047619048,0.0,0.5238095238095238
1134099,53,0.6415094339622641,0.3584905660377358,1326,503,692.0,65.0,1.0,36.0,0.0,29.0,1143.0,382.0,651.0,54.0,1.0,32.0,0.0,23.0,0.3342082239720035,0.047244094488188976,0.5695538057742782
1134100,5,0.8,0.2,52,21,14.0,16.0,0.0,0.0,0.0,1.0,46.0,16.0,13.0,16.0,0.0,0.0,0.0,1.0,0.3478260869565217,0.3478260869565217,0.2826086956521739
1134101,1,1.0,0.0,394,303,9.0,82.0,0.0,0.0,0.0,0.0,303.0,223.0,7.0,73.0,0.0,0.0,0.0,0.0,0.735973597359736,0.2409240924092409,0.0231023102310231
1134102,20,0.65,0.35,322,96,196.0,7.0,0.0,21.0,0.0,2.0,314.0,95.0,190.0,6.0,0.0,21.0,0.0,2.0,0.3025477707006369,0.01910828025477707,0.6050955414012739
1134103,1,1.0,0.0,147,71,55.0,14.0,0.0,7.0,0.0,0.0,142.0,66.0,55.0,14.0,0.0,7.0,0.0,0.0,0.4647887323943662,0.09859154929577464,0.3873239436619718
1134104,1,0.0,1.0,15,15,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1134105,2,0.5,0.5,27,25,2.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,0.925925925925926,0.0,0.07407407407407407
1134106,8,0.5,0.5,189,51,111.0,17.0,2.0,6.0,0.0,2.0,189.0,51.0,111.0,17.0,2.0,6.0,0.0,2.0,0.2698412698412698,0.08994708994708994,0.5873015873015873
1134107,5,0.8,0.2,309,227,6.0,69.0,2.0,0.0,0.0,5.0,241.0,172.0,3.0,59.0,2.0,0.0,0.0,5.0,0.7136929460580913,0.24481327800829875,0.012448132780082987
1134108,2,1.0,0.0,105,57,5.0,43.0,0.0,0.0,0.0,0.0,92.0,48.0,5.0,39.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.4239130434782609,0.05434782608695652
1134109,4,0.25,0.75,88,45,0.0,43.0,0.0,0.0,0.0,0.0,76.0,34.0,0.0,42.0,0.0,0.0,0.0,0.0,0.4473684210526316,0.5526315789473685,0.0
1134110,54,0.7777777777777778,0.2222222222222222,2647,1215,15.0,1407.0,2.0,0.0,0.0,8.0,2148.0,884.0,15.0,1245.0,1.0,0.0,0.0,3.0,0.41154562383612653,0.5796089385474861,0.006983240223463687
1134111,4,0.5,0.5,892,728,122.0,15.0,2.0,22.0,0.0,3.0,708.0,562.0,121.0,4.0,1.0,19.0,0.0,1.0,0.7937853107344632,0.005649717514124294,0.1709039548022599
1134112,0,0.0,0.0,364,212,66.0,58.0,1.0,20.0,0.0,7.0,363.0,212.0,65.0,58.0,1.0,20.0,0.0,7.0,0.5840220385674931,0.15977961432506887,0.1790633608815427
1134113,62,0.8870967741935484,0.1129032258064516,5686,4740,655.0,261.0,17.0,13.0,0.0,0.0,4662.0,3829.0,614.0,195.0,12.0,12.0,0.0,0.0,0.8213213213213213,0.04182754182754183,0.1317031317031317
1134114,43,0.8837209302325582,0.11627906976744184,4029,3690,298.0,29.0,9.0,1.0,0.0,2.0,3226.0,2920.0,274.0,22.0,7.0,1.0,0.0,2.0,0.9051456912585244,0.006819590824550527,0.08493490390576565
1134115,32,0.625,0.375,254,109,120.0,12.0,6.0,7.0,0.0,0.0,230.0,96.0,112.0,12.0,3.0,7.0,0.0,0.0,0.4173913043478261,0.052173913043478265,0.4869565217391305
1134117,0,0.0,0.0,212,34,108.0,69.0,0.0,1.0,0.0,0.0,211.0,33.0,108.0,69.0,0.0,1.0,0.0,0.0,0.15639810426540285,0.32701421800947866,0.5118483412322274
1134118,0,0.0,0.0,4,0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1134119,0,0.0,0.0,6,4,1.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.16666666666666666
1134120,6,0.8333333333333334,0.16666666666666666,5951,5553,300.0,66.0,7.0,2.0,3.0,20.0,4367.0,4061.0,250.0,50.0,1.0,2.0,2.0,1.0,0.9299290130524388,0.011449507671170141,0.0572475383558507
1134300,41,0.902439024390244,0.0975609756097561,4166,3609,493.0,38.0,11.0,11.0,2.0,2.0,3341.0,2836.0,447.0,36.0,10.0,10.0,0.0,2.0,0.8488476504040706,0.010775217000897936,0.13379227776114935
1134500,51,0.6274509803921569,0.3725490196078432,4769,2121,1369.0,819.0,17.0,406.0,11.0,26.0,3538.0,1488.0,1113.0,597.0,14.0,309.0,7.0,10.0,0.420576596947428,0.16873940079140756,0.3145845110231769
1134501,63,0.7301587301587301,0.2698412698412698,3706,1403,1418.0,681.0,13.0,172.0,8.0,11.0,2974.0,1046.0,1247.0,519.0,11.0,142.0,4.0,5.0,0.351714862138534,0.17451244115669132,0.41930060524546064
1134502,94,0.7340425531914894,0.26595744680851063,5566,2371,1532.0,1125.0,6.0,479.0,7.0,46.0,4146.0,1628.0,1288.0,850.0,6.0,356.0,6.0,12.0,0.392667631452002,0.2050168837433671,0.3106608779546551
1134503,94,0.6170212765957447,0.3829787234042553,6983,3597,1498.0,1301.0,14.0,544.0,7.0,22.0,5188.0,2532.0,1220.0,990.0,8.0,425.0,3.0,10.0,0.4880493446414804,0.19082498072474946,0.2351580570547417
1134504,32,0.71875,0.28125,3012,1586,826.0,484.0,12.0,96.0,0.0,8.0,2429.0,1227.0,713.0,387.0,10.0,86.0,0.0,6.0,0.5051461506792919,0.15932482503087692,0.2935364347468094
1134505,71,0.676056338028169,0.323943661971831,3897,1958,1356.0,424.0,22.0,103.0,8.0,26.0,3198.0,1520.0,1213.0,339.0,16.0,88.0,8.0,14.0,0.4752970606629143,0.10600375234521577,0.3792995622263915
1134506,35,0.7714285714285715,0.22857142857142854,3776,2307,1153.0,222.0,16.0,71.0,0.0,7.0,2978.0,1754.0,995.0,153.0,12.0,60.0,0.0,4.0,0.5889858965748824,0.05137676292813969,0.3341168569509738
1134507,40,0.775,0.225,2415,1153,262.0,945.0,5.0,36.0,0.0,14.0,1836.0,804.0,195.0,800.0,2.0,28.0,0.0,7.0,0.4379084967320261,0.4357298474945534,0.10620915032679737
1134508,11,0.7272727272727273,0.2727272727272727,1878,1165,512.0,153.0,12.0,28.0,3.0,5.0,1304.0,757.0,428.0,99.0,6.0,11.0,2.0,1.0,0.5805214723926381,0.07592024539877301,0.3282208588957055
1134509,38,0.6842105263157895,0.3157894736842105,5062,2787,1932.0,270.0,3.0,61.0,2.0,7.0,4238.0,2189.0,1765.0,228.0,2.0,49.0,2.0,3.0,0.5165172251061821,0.05379896177442189,0.41647003303445024
1134510,61,0.7868852459016393,0.21311475409836064,4584,3222,964.0,182.0,8.0,200.0,2.0,6.0,3564.0,2416.0,834.0,132.0,7.0,170.0,2.0,3.0,0.6778900112233446,0.037037037037037035,0.23400673400673397
1134511,40,0.625,0.375,4714,2879,1507.0,261.0,25.0,32.0,0.0,10.0,3796.0,2219.0,1329.0,195.0,21.0,27.0,0.0,5.0,0.5845626975763962,0.051369863013698634,0.3501053740779768
1134512,13,0.7692307692307693,0.2307692307692308,3777,2308,1047.0,337.0,10.0,52.0,1.0,22.0,2876.0,1679.0,887.0,257.0,7.0,33.0,1.0,12.0,0.5837969401947148,0.08936022253129346,0.3084144645340751
1134513,29,0.7586206896551724,0.2413793103448276,7470,4519,1941.0,890.0,18.0,60.0,0.0,42.0,5699.0,3304.0,1682.0,625.0,10.0,52.0,0.0,26.0,0.5797508334795578,0.10966836287067906,0.2951394981575715
1134514,23,0.7391304347826086,0.2608695652173913,3547,1889,1425.0,182.0,19.0,25.0,0.0,7.0,2777.0,1370.0,1244.0,127.0,15.0,17.0,0.0,4.0,0.4933381346777098,0.045732805185451926,0.44796543032048974
1134515,38,0.8421052631578947,0.15789473684210525,7213,5432,1513.0,204.0,17.0,18.0,1.0,28.0,5721.0,4093.0,1415.0,165.0,13.0,18.0,1.0,16.0,0.7154343646215696,0.028841111693759837,0.2473343821010313
1134516,0,0.0,0.0,272,264,8.0,0.0,0.0,0.0,0.0,0.0,198.0,191.0,7.0,0.0,0.0,0.0,0.0,0.0,0.9646464646464646,0.0,0.03535353535353535
1134517,78,0.5897435897435898,0.41025641025641024,5653,1773,3055.0,635.0,29.0,134.0,1.0,26.0,4923.0,1446.0,2806.0,511.0,24.0,119.0,1.0,16.0,0.2937233394271785,0.10379849685151332,0.5699776559008735
1134518A,45,0.6444444444444445,0.3555555555555556,6004,3572,1797.0,364.0,26.0,199.0,9.0,37.0,4647.0,2629.0,1510.0,275.0,22.0,181.0,7.0,23.0,0.5657413384979557,0.059177964278028836,0.32494082203572194
1134519,102,0.6372549019607843,0.3627450980392157,4356,1212,1664.0,949.0,7.0,495.0,3.0,26.0,3415.0,835.0,1385.0,768.0,4.0,406.0,3.0,14.0,0.2445095168374817,0.22489019033674965,0.4055636896046852
1134520,35,0.9142857142857144,0.08571428571428573,2402,1509,632.0,182.0,7.0,66.0,1.0,5.0,1871.0,1145.0,530.0,131.0,7.0,55.0,1.0,2.0,0.6119722073757349,0.07001603420630677,0.2832709780865847
1134521,113,0.6548672566371682,0.34513274336283184,6595,3113,2118.0,839.0,40.0,443.0,4.0,38.0,5275.0,2336.0,1852.0,691.0,32.0,348.0,4.0,12.0,0.4428436018957346,0.1309952606635071,0.3510900473933649
1134522,78,0.7435897435897436,0.2564102564102564,5411,2526,1521.0,975.0,15.0,335.0,0.0,39.0,4073.0,1767.0,1291.0,726.0,8.0,256.0,0.0,25.0,0.4338325558556347,0.17824699238890254,0.3169653817824699
1134523,30,0.6,0.4,543,83,241.0,184.0,3.0,28.0,0.0,4.0,453.0,68.0,201.0,154.0,3.0,24.0,0.0,3.0,0.15011037527593818,0.33995584988962474,0.4437086092715232
1134525,28,0.7857142857142857,0.21428571428571427,3332,1982,809.0,358.0,18.0,152.0,3.0,10.0,2520.0,1421.0,683.0,274.0,15.0,121.0,3.0,3.0,0.5638888888888889,0.10873015873015872,0.271031746031746
1134527,31,0.5806451612903226,0.41935483870967744,5167,3882,1162.0,68.0,24.0,29.0,0.0,2.0,4076.0,2951.0,1051.0,40.0,13.0,21.0,0.0,0.0,0.7239941118743867,0.009813542688910696,0.2578508341511286
1134528,0,0.0,0.0,8,4,0.0,0.0,0.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.5,0.0,0.0
1134529,22,0.5454545454545454,0.4545454545454545,1243,422,413.0,305.0,0.0,98.0,0.0,5.0,934.0,284.0,330.0,245.0,0.0,72.0,0.0,3.0,0.3040685224839401,0.2623126338329764,0.3533190578158458
1134530,2,1.0,0.0,1323,834,212.0,177.0,0.0,80.0,0.0,20.0,939.0,577.0,179.0,122.0,0.0,48.0,0.0,13.0,0.6144834930777423,0.1299254526091587,0.1906283280085197
1134531,10,0.7,0.3,1422,659,677.0,63.0,3.0,20.0,0.0,0.0,1230.0,535.0,619.0,54.0,3.0,19.0,0.0,0.0,0.4349593495934959,0.043902439024390234,0.5032520325203252
1134532,7,0.8571428571428571,0.14285714285714285,829,509,274.0,38.0,0.0,8.0,0.0,0.0,697.0,398.0,264.0,27.0,0.0,8.0,0.0,0.0,0.5710186513629842,0.03873744619799139,0.3787661406025825
1134533,6,0.8333333333333334,0.16666666666666666,2314,1500,529.0,188.0,2.0,84.0,0.0,11.0,1716.0,1034.0,470.0,134.0,2.0,72.0,0.0,4.0,0.6025641025641025,0.0780885780885781,0.2738927738927739
1134534,2,0.5,0.5,282,178,76.0,27.0,1.0,0.0,0.0,0.0,218.0,131.0,75.0,11.0,1.0,0.0,0.0,0.0,0.6009174311926605,0.05045871559633028,0.3440366972477064
1134535,22,0.8181818181818182,0.18181818181818185,2086,1463,389.0,155.0,5.0,71.0,0.0,3.0,1668.0,1131.0,350.0,118.0,5.0,61.0,0.0,3.0,0.6780575539568345,0.07074340527577938,0.20983213429256595
1134536,4,0.25,0.75,82,44,18.0,0.0,1.0,19.0,0.0,0.0,68.0,33.0,16.0,0.0,0.0,19.0,0.0,0.0,0.4852941176470588,0.0,0.2352941176470588
1134537,2,0.5,0.5,4,2,2.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
1134538,12,0.6666666666666666,0.3333333333333333,2097,1134,600.0,274.0,11.0,58.0,1.0,19.0,1558.0,790.0,513.0,193.0,9.0,46.0,1.0,6.0,0.5070603337612324,0.12387676508344032,0.32926829268292684
1134600,34,0.4411764705882353,0.5588235294117647,3798,1776,1277.0,152.0,19.0,546.0,2.0,26.0,2916.0,1286.0,1070.0,117.0,12.0,417.0,1.0,13.0,0.4410150891632373,0.040123456790123455,0.3669410150891632
1134601,70,0.6428571428571429,0.35714285714285715,6829,3548,2517.0,318.0,23.0,367.0,13.0,43.0,5385.0,2598.0,2169.0,262.0,21.0,307.0,7.0,21.0,0.4824512534818942,0.04865366759517177,0.40278551532033424
1134602,57,0.6140350877192983,0.3859649122807017,4537,2657,1523.0,110.0,15.0,188.0,1.0,43.0,3642.0,2016.0,1347.0,86.0,15.0,155.0,1.0,22.0,0.5535420098846787,0.023613399231191653,0.3698517298187809
1134603,0,0.0,0.0,227,163,46.0,11.0,0.0,6.0,0.0,1.0,173.0,127.0,35.0,9.0,0.0,2.0,0.0,0.0,0.7341040462427746,0.05202312138728324,0.2023121387283237
1134604,56,0.7857142857142857,0.21428571428571427,6512,3850,2064.0,229.0,23.0,299.0,1.0,46.0,5130.0,2881.0,1801.0,152.0,18.0,258.0,1.0,19.0,0.561598440545809,0.02962962962962963,0.3510721247563353
1134605,49,0.6530612244897959,0.3469387755102041,5521,3013,1980.0,278.0,25.0,200.0,0.0,25.0,4245.0,2215.0,1637.0,193.0,21.0,166.0,0.0,13.0,0.5217903415783275,0.04546525323910483,0.3856301531213192
1134606,53,0.6792452830188679,0.3207547169811321,7188,3895,2723.0,403.0,17.0,112.0,2.0,36.0,5797.0,2938.0,2423.0,319.0,13.0,90.0,2.0,12.0,0.5068138692427118,0.05502846299810247,0.4179748145592548
1134607,22,0.8636363636363636,0.13636363636363635,6025,4153,1548.0,163.0,18.0,121.0,0.0,22.0,4606.0,2980.0,1349.0,136.0,12.0,112.0,0.0,17.0,0.6469821971341728,0.029526704298740776,0.29287885366912725
1134608A,72,0.6388888888888888,0.3611111111111111,7222,3483,2003.0,1246.0,16.0,433.0,6.0,35.0,5770.0,2658.0,1726.0,980.0,15.0,369.0,6.0,16.0,0.4606585788561525,0.16984402079722705,0.29913344887348353
1134609,26,0.8461538461538461,0.15384615384615385,5705,3727,1072.0,684.0,16.0,179.0,0.0,27.0,4331.0,2748.0,887.0,530.0,14.0,134.0,0.0,18.0,0.6344954975756176,0.12237358577695685,0.2048025860078504
1134610,64,0.484375,0.515625,5148,2969,1855.0,216.0,18.0,75.0,3.0,12.0,4345.0,2397.0,1692.0,161.0,16.0,70.0,3.0,6.0,0.551668584579977,0.037054085155350976,0.3894131185270426
1134611,33,0.696969696969697,0.30303030303030304,5105,3413,1415.0,178.0,16.0,55.0,3.0,25.0,3994.0,2543.0,1223.0,153.0,11.0,50.0,2.0,12.0,0.6367050575863795,0.038307461191787684,0.3062093139709564
1134612,5,0.6,0.4,767,406,324.0,22.0,1.0,14.0,0.0,0.0,662.0,338.0,296.0,13.0,1.0,14.0,0.0,0.0,0.5105740181268882,0.019637462235649543,0.4471299093655589
1134613A,17,0.6470588235294118,0.35294117647058826,2187,1670,351.0,79.0,4.0,74.0,2.0,7.0,1615.0,1204.0,292.0,47.0,3.0,67.0,2.0,0.0,0.7455108359133127,0.029102167182662536,0.18080495356037152
1134614,17,0.5294117647058824,0.4705882352941176,972,301,635.0,17.0,3.0,13.0,0.0,3.0,859.0,230.0,596.0,16.0,3.0,13.0,0.0,1.0,0.26775320139697323,0.018626309662398137,0.6938300349243306
1134615,9,0.7777777777777778,0.2222222222222222,525,353,135.0,34.0,0.0,2.0,0.0,1.0,402.0,258.0,114.0,27.0,0.0,2.0,0.0,1.0,0.6417910447761194,0.06716417910447761,0.2835820895522388
1134616,27,0.7777777777777778,0.2222222222222222,4243,3009,986.0,139.0,8.0,88.0,5.0,8.0,3387.0,2297.0,890.0,102.0,7.0,82.0,4.0,5.0,0.6781812813699439,0.030115146147032774,0.2627694124594036
1134617,8,0.625,0.375,438,209,214.0,5.0,0.0,10.0,0.0,0.0,376.0,159.0,207.0,3.0,0.0,7.0,0.0,0.0,0.4228723404255319,0.007978723404255319,0.5505319148936171
1134618,4,1.0,0.0,1451,941,465.0,25.0,0.0,20.0,0.0,0.0,1204.0,751.0,418.0,19.0,0.0,16.0,0.0,0.0,0.6237541528239202,0.015780730897009966,0.3471760797342193
1134619,37,0.7567567567567568,0.2432432432432433,2022,914,1012.0,45.0,8.0,23.0,7.0,13.0,1678.0,693.0,908.0,35.0,7.0,22.0,4.0,9.0,0.4129916567342074,0.020858164481525627,0.5411203814064363
1134620,39,0.7179487179487181,0.28205128205128205,4606,2664,1630.0,214.0,5.0,74.0,1.0,18.0,3629.0,1979.0,1418.0,160.0,4.0,62.0,1.0,5.0,0.5453292918159273,0.044089280793607064,0.3907412510333425
1134621,58,0.7931034482758621,0.20689655172413796,7658,3714,1714.0,1150.0,24.0,929.0,29.0,98.0,5919.0,2778.0,1457.0,860.0,9.0,752.0,14.0,49.0,0.4693360364926508,0.14529481331305966,0.24615644534549755
1134622,34,0.5,0.5,3455,1633,1200.0,361.0,8.0,229.0,1.0,23.0,2738.0,1208.0,1043.0,284.0,7.0,178.0,1.0,17.0,0.4411979547114682,0.10372534696859023,0.3809349890430971
1134623,54,0.6481481481481481,0.35185185185185186,5462,3309,1715.0,274.0,12.0,117.0,11.0,24.0,4334.0,2491.0,1531.0,197.0,12.0,88.0,6.0,9.0,0.5747577295800647,0.045454545454545456,0.3532533456391325
1134624,32,0.625,0.375,3721,2063,1374.0,149.0,22.0,82.0,6.0,25.0,3004.0,1547.0,1235.0,122.0,15.0,71.0,1.0,13.0,0.5149800266311585,0.04061251664447404,0.4111185086551265
1134625,50,0.7,0.3,4231,2026,1657.0,269.0,18.0,233.0,2.0,26.0,3452.0,1461.0,1536.0,220.0,17.0,200.0,1.0,17.0,0.4232329084588644,0.06373117033603708,0.4449594438006952
1134626,85,0.611764705882353,0.3882352941176471,4318,1839,1948.0,232.0,20.0,255.0,2.0,22.0,3607.0,1395.0,1775.0,180.0,18.0,226.0,1.0,12.0,0.3867479900194067,0.049902966454116994,0.4920986969780982
1134627A,63,0.5555555555555556,0.4444444444444444,5100,1948,2137.0,310.0,13.0,592.0,3.0,97.0,4481.0,1639.0,1976.0,251.0,11.0,520.0,3.0,81.0,0.365766569962062,0.05601428252622183,0.44097299709886173
1134628,26,0.8076923076923077,0.19230769230769232,4319,2180,840.0,901.0,23.0,325.0,6.0,44.0,3296.0,1614.0,691.0,650.0,17.0,286.0,6.0,32.0,0.4896844660194175,0.19720873786407767,0.2096480582524272
1134629,30,0.6666666666666666,0.3333333333333333,3682,2060,1006.0,435.0,14.0,137.0,7.0,23.0,2816.0,1475.0,883.0,310.0,10.0,125.0,6.0,7.0,0.5237926136363636,0.11008522727272728,0.3135653409090909
1134630,49,0.5306122448979592,0.4693877551020408,2401,948,999.0,162.0,5.0,249.0,4.0,34.0,2003.0,710.0,902.0,132.0,4.0,227.0,4.0,24.0,0.3544682975536695,0.06590114827758363,0.4503245132301548
1134631,27,0.5925925925925926,0.4074074074074074,2302,871,1229.0,73.0,6.0,101.0,1.0,21.0,1884.0,641.0,1077.0,61.0,5.0,86.0,1.0,13.0,0.3402335456475584,0.03237791932059448,0.5716560509554139
1134632,37,0.7297297297297297,0.2702702702702703,3180,1488,638.0,716.0,7.0,304.0,12.0,15.0,2441.0,1044.0,545.0,579.0,4.0,256.0,6.0,7.0,0.4276935682097501,0.2371978697255223,0.22326915198689065
1134633,18,0.8333333333333334,0.16666666666666666,4877,1071,383.0,405.0,34.0,2927.0,1.0,56.0,3819.0,890.0,337.0,313.0,0.0,2247.0,0.0,32.0,0.23304529981670594,0.08195862791306625,0.08824299554857293
1134634,53,0.5094339622641509,0.490566037735849,5211,1290,2021.0,480.0,15.0,1328.0,7.0,70.0,4404.0,1059.0,1810.0,355.0,12.0,1098.0,4.0,66.0,0.2404632152588556,0.08060853769300635,0.41099000908265215
1134635,30,0.7666666666666667,0.2333333333333333,3275,1314,873.0,418.0,8.0,610.0,8.0,44.0,2659.0,976.0,793.0,362.0,5.0,491.0,6.0,26.0,0.3670552839413313,0.13614140654381346,0.2982324182023317
1134637,80,0.6875,0.3125,5075,906,1965.0,327.0,8.0,1804.0,3.0,62.0,4198.0,761.0,1693.0,278.0,7.0,1414.0,3.0,42.0,0.18127679847546446,0.06622201048118151,0.4032872796569795
1134639,13,0.6153846153846154,0.38461538461538464,2057,1374,418.0,152.0,9.0,83.0,0.0,21.0,1567.0,1037.0,340.0,99.0,8.0,71.0,0.0,12.0,0.6617740906190173,0.0631780472239949,0.2169751116783663
1134640,51,0.5098039215686274,0.4901960784313725,6665,3437,1395.0,1131.0,15.0,608.0,18.0,61.0,5060.0,2439.0,1224.0,833.0,15.0,504.0,9.0,36.0,0.4820158102766798,0.16462450592885375,0.24189723320158105
1134641,17,0.4117647058823529,0.5882352941176471,1348,820,468.0,33.0,0.0,12.0,0.0,15.0,1116.0,656.0,419.0,21.0,0.0,11.0,0.0,9.0,0.5878136200716846,0.01881720430107527,0.3754480286738352
1134642,2,1.0,0.0,481,238,193.0,24.0,0.0,22.0,0.0,4.0,377.0,163.0,179.0,19.0,0.0,15.0,0.0,1.0,0.4323607427055703,0.050397877984084884,0.4748010610079576
1134644,9,0.7777777777777778,0.2222222222222222,14,0,0.0,0.0,0.0,14.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1134645,0,0.0,0.0,4,0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1134646,15,0.7333333333333333,0.26666666666666666,1558,891,580.0,51.0,8.0,27.0,0.0,1.0,1264.0,663.0,529.0,44.0,6.0,21.0,0.0,1.0,0.5245253164556962,0.03481012658227848,0.4185126582278481
