CNTYVTD,18R_Governor_D_tot,ValdezD_18R_Governor_pct,WhiteD_18R_Governor_pct,TOTPOP,HISP,NH_WHITE,NH_BLACK,NH_AMIN,NH_ASIAN,NH_NHPI,NH_OTHER*,VAP,HVAP,WVAP,BVAP,AMINVAP,ASIANVAP,NHPIVAP,OTHERVAP*,HVAP_pct,BVAP_pct,WVAP_pct
1132077,102,0.5294117647058824,0.4705882352941176,2559,534,1792.0,155.0,1.0,75.0,0.0,2.0,2196.0,398.0,1608.0,123.0,1.0,65.0,0.0,1.0,0.1812386156648452,0.05601092896174864,0.73224043715847
1132078,0,0.0,0.0,525,320,144.0,48.0,3.0,9.0,0.0,1.0,380.0,196.0,135.0,37.0,3.0,9.0,0.0,0.0,0.5157894736842106,0.09736842105263158,0.35526315789473684
1132079,40,0.775,0.225,3851,2156,966.0,438.0,14.0,160.0,4.0,113.0,2983.0,1661.0,788.0,324.0,13.0,135.0,2.0,60.0,0.5568219912839424,0.10861548776399596,0.2641635936976198
1132200,72,0.4166666666666667,0.5833333333333334,2412,107,2266.0,1.0,5.0,27.0,0.0,6.0,2135.0,81.0,2024.0,1.0,4.0,22.0,0.0,3.0,0.03793911007025761,0.00046838407494145194,0.9480093676814988
1132201,82,0.4146341463414634,0.5853658536585366,1841,107,1615.0,18.0,5.0,62.0,0.0,34.0,1617.0,75.0,1457.0,12.0,5.0,45.0,0.0,23.0,0.046382189239332086,0.007421150278293135,0.9010513296227582
1132202,81,0.4814814814814815,0.5185185185185185,2320,98,2099.0,2.0,6.0,93.0,0.0,22.0,1983.0,67.0,1832.0,1.0,4.0,74.0,0.0,5.0,0.033787191124558746,0.0005042864346949069,0.9238527483610692
1132203,81,0.4074074074074074,0.5925925925925926,1992,100,1804.0,11.0,1.0,59.0,0.0,17.0,1731.0,64.0,1608.0,9.0,1.0,45.0,0.0,4.0,0.03697284806470248,0.005199306759098786,0.9289428076256501
1132220,66,0.2575757575757576,0.7424242424242424,2355,105,2203.0,1.0,1.0,33.0,0.0,12.0,1898.0,66.0,1809.0,1.0,1.0,19.0,0.0,2.0,0.03477344573234984,0.0005268703898840885,0.953108535300316
1132221,141,0.3617021276595745,0.6382978723404256,4242,233,3890.0,7.0,3.0,72.0,0.0,37.0,3471.0,151.0,3258.0,6.0,2.0,48.0,0.0,6.0,0.043503313166234514,0.001728608470181504,0.9386343993085566
1132222,123,0.4227642276422765,0.5772357723577236,4099,194,3789.0,1.0,12.0,67.0,0.0,36.0,3289.0,112.0,3122.0,1.0,5.0,43.0,0.0,6.0,0.034052903618121015,0.0003040437823046519,0.9492246883551232
1132223,93,0.4516129032258064,0.5483870967741935,4420,517,3778.0,0.0,1.0,106.0,0.0,18.0,3652.0,316.0,3253.0,0.0,1.0,79.0,0.0,3.0,0.08652792990142387,0.0,0.8907447973713034
1132224,87,0.4252873563218391,0.5747126436781609,1987,411,1238.0,125.0,10.0,132.0,0.0,71.0,1632.0,292.0,1050.0,121.0,9.0,107.0,0.0,53.0,0.17892156862745098,0.0741421568627451,0.6433823529411765
1132225,74,0.527027027027027,0.472972972972973,2675,138,2457.0,5.0,6.0,61.0,1.0,7.0,2307.0,68.0,2183.0,3.0,2.0,46.0,1.0,4.0,0.029475509319462505,0.0013003901170351106,0.9462505418292154
1132226,121,0.4297520661157025,0.5702479338842975,3287,159,2939.0,29.0,8.0,102.0,0.0,50.0,2744.0,114.0,2522.0,17.0,4.0,67.0,0.0,20.0,0.04154518950437318,0.00619533527696793,0.9190962099125364
1132300,25,0.6,0.4,3306,1889,1265.0,91.0,6.0,53.0,0.0,2.0,2654.0,1429.0,1115.0,62.0,6.0,42.0,0.0,0.0,0.5384325546345139,0.02336096458176337,0.4201205727204221
1132301,109,0.6513761467889908,0.3486238532110092,2572,643,1695.0,105.0,11.0,88.0,0.0,30.0,2254.0,523.0,1543.0,80.0,11.0,76.0,0.0,21.0,0.23203194321206744,0.0354924578527063,0.6845607808340728
1132302,32,0.71875,0.28125,3481,2434,964.0,37.0,9.0,30.0,0.0,7.0,2802.0,1892.0,858.0,21.0,5.0,23.0,0.0,3.0,0.675231977159172,0.007494646680942184,0.3062098501070664
1132303,58,0.6724137931034483,0.3275862068965517,4184,2235,1806.0,73.0,5.0,52.0,0.0,13.0,3527.0,1750.0,1664.0,56.0,5.0,48.0,0.0,4.0,0.4961723844627162,0.01587751630280692,0.4717890558548342
1132305,86,0.6395348837209303,0.36046511627906974,5597,2064,2838.0,297.0,17.0,348.0,1.0,32.0,4760.0,1589.0,2582.0,244.0,13.0,308.0,1.0,23.0,0.3338235294117647,0.05126050420168067,0.5424369747899159
1132306,36,0.6944444444444444,0.3055555555555556,2155,981,1012.0,79.0,2.0,75.0,1.0,5.0,1842.0,768.0,940.0,59.0,2.0,69.0,1.0,3.0,0.4169381107491857,0.03203040173724213,0.510314875135722
1132307,23,0.5652173913043478,0.43478260869565216,1014,308,542.0,91.0,4.0,62.0,0.0,7.0,863.0,239.0,492.0,66.0,4.0,59.0,0.0,3.0,0.2769409038238702,0.07647740440324449,0.5701042873696408
1132308,6,0.8333333333333334,0.16666666666666666,48,2,36.0,10.0,0.0,0.0,0.0,0.0,42.0,1.0,35.0,6.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.14285714285714285,0.8333333333333334
1132309,16,0.6875,0.3125,714,308,246.0,56.0,2.0,83.0,0.0,19.0,660.0,278.0,233.0,49.0,2.0,80.0,0.0,18.0,0.4212121212121212,0.07424242424242425,0.35303030303030297
1132310,72,0.6805555555555556,0.3194444444444444,3499,1205,2080.0,68.0,17.0,121.0,0.0,8.0,3076.0,962.0,1925.0,61.0,10.0,113.0,0.0,5.0,0.3127438231469441,0.01983094928478544,0.6258127438231469
1132311,5,0.8,0.2,1872,1262,509.0,49.0,1.0,46.0,0.0,5.0,1380.0,891.0,420.0,31.0,1.0,37.0,0.0,0.0,0.6456521739130435,0.022463768115942032,0.3043478260869565
1132312,0,0.0,0.0,185,133,24.0,8.0,0.0,19.0,0.0,1.0,145.0,94.0,24.0,8.0,0.0,19.0,0.0,0.0,0.6482758620689655,0.05517241379310345,0.16551724137931034
1132400,2,1.0,0.0,161,12,136.0,0.0,1.0,12.0,0.0,0.0,152.0,8.0,133.0,0.0,1.0,10.0,0.0,0.0,0.05263157894736842,0.0,0.875
1132401,133,0.6616541353383458,0.3383458646616541,4843,1547,2858.0,211.0,8.0,197.0,0.0,22.0,4144.0,1222.0,2584.0,165.0,6.0,156.0,0.0,11.0,0.2948841698841699,0.03981660231660231,0.6235521235521235
1132402,78,0.5769230769230769,0.4230769230769231,4779,1521,1824.0,300.0,28.0,1054.0,2.0,50.0,3823.0,1065.0,1608.0,241.0,23.0,856.0,2.0,28.0,0.27857703374313364,0.06303949777661523,0.4206120847501962
1132404,50,0.7,0.3,4219,2276,1361.0,279.0,1.0,269.0,1.0,32.0,3408.0,1711.0,1226.0,229.0,1.0,228.0,1.0,12.0,0.5020539906103286,0.06719483568075117,0.3597417840375587
1132405,110,0.6272727272727273,0.3727272727272728,4645,1282,2544.0,321.0,8.0,463.0,0.0,27.0,3950.0,957.0,2302.0,259.0,8.0,411.0,0.0,13.0,0.24227848101265825,0.06556962025316455,0.5827848101265822
1132406,91,0.6923076923076923,0.3076923076923077,4892,1951,2079.0,401.0,11.0,408.0,1.0,41.0,4161.0,1545.0,1892.0,337.0,9.0,357.0,1.0,20.0,0.3713049747656813,0.08099014659937515,0.4546983898101418
1132407,95,0.6736842105263158,0.3263157894736842,7966,4274,2589.0,394.0,19.0,640.0,0.0,50.0,6612.0,3360.0,2357.0,310.0,18.0,547.0,0.0,20.0,0.5081669691470054,0.046884452510586816,0.3564730792498488
1132408,39,0.7948717948717948,0.20512820512820512,4746,2859,1558.0,98.0,7.0,213.0,3.0,8.0,3834.0,2129.0,1441.0,66.0,7.0,184.0,3.0,4.0,0.5552947313510693,0.01721439749608764,0.3758476786645801
1132409,38,0.6052631578947368,0.3947368421052632,5646,3868,1467.0,103.0,11.0,185.0,0.0,12.0,4483.0,2963.0,1259.0,76.0,10.0,173.0,0.0,2.0,0.6609413339281731,0.016952933303591346,0.280838724068704
1132410,53,0.6981132075471698,0.3018867924528302,3794,1777,1440.0,366.0,21.0,153.0,1.0,36.0,2973.0,1280.0,1278.0,262.0,17.0,114.0,1.0,21.0,0.4305415405314497,0.08812647157753113,0.4298688193743693
1132411,13,0.6153846153846154,0.38461538461538464,3636,2869,661.0,63.0,3.0,29.0,0.0,11.0,2754.0,2107.0,574.0,42.0,3.0,22.0,0.0,6.0,0.7650689905591866,0.015250544662309368,0.2084241103848947
1132500,158,0.6455696202531646,0.35443037974683544,3722,926,2084.0,135.0,11.0,536.0,4.0,26.0,3308.0,764.0,1902.0,103.0,10.0,505.0,2.0,22.0,0.2309552599758162,0.031136638452237006,0.5749697702539298
1132501,102,0.5196078431372549,0.4803921568627451,1780,229,1439.0,9.0,4.0,50.0,1.0,48.0,1522.0,160.0,1275.0,4.0,2.0,46.0,1.0,34.0,0.10512483574244416,0.002628120893561104,0.8377135348226018
1132502,126,0.31746031746031744,0.6825396825396826,2164,184,1906.0,4.0,1.0,44.0,0.0,25.0,1870.0,127.0,1687.0,3.0,1.0,42.0,0.0,10.0,0.0679144385026738,0.0016042780748663102,0.902139037433155
1132503,174,0.4022988505747127,0.5977011494252874,2946,176,2579.0,30.0,9.0,131.0,1.0,20.0,2627.0,112.0,2348.0,23.0,8.0,125.0,1.0,10.0,0.0426341834792539,0.008755234107346783,0.8937952036543586
1132504,86,0.5930232558139535,0.4069767441860465,2628,533,1776.0,85.0,10.0,194.0,0.0,30.0,2335.0,379.0,1680.0,65.0,7.0,183.0,0.0,21.0,0.16231263383297645,0.0278372591006424,0.7194860813704497
1132505,195,0.6102564102564103,0.38974358974358975,4555,1420,2533.0,315.0,21.0,225.0,1.0,40.0,3819.0,1048.0,2288.0,242.0,18.0,194.0,1.0,28.0,0.27441738675045824,0.06336737365802568,0.5991097145849699
1132506,119,0.4789915966386555,0.5210084033613446,4277,1226,2805.0,153.0,5.0,77.0,0.0,11.0,3741.0,980.0,2566.0,115.0,5.0,73.0,0.0,2.0,0.2619620422346966,0.030740443731622564,0.6859128575247261
1132507,131,0.5954198473282443,0.4045801526717557,2777,524,2086.0,72.0,8.0,58.0,1.0,28.0,2390.0,365.0,1891.0,56.0,7.0,53.0,1.0,17.0,0.15271966527196654,0.02343096234309624,0.7912133891213389
1132508,134,0.6567164179104478,0.34328358208955223,5388,2032,2193.0,431.0,19.0,655.0,3.0,55.0,4407.0,1487.0,1975.0,332.0,15.0,560.0,2.0,36.0,0.3374177444973905,0.07533469480372135,0.44815066938960746
1132509,165,0.6303030303030303,0.3696969696969697,3615,545,2526.0,149.0,10.0,334.0,0.0,51.0,3150.0,424.0,2272.0,125.0,8.0,300.0,0.0,21.0,0.1346031746031746,0.03968253968253968,0.7212698412698413
1132510,110,0.6454545454545455,0.3545454545454545,2669,607,1423.0,234.0,15.0,361.0,0.0,29.0,2246.0,466.0,1243.0,191.0,12.0,316.0,0.0,18.0,0.207479964381122,0.08504007123775599,0.5534283170080142
1132511,118,0.6864406779661016,0.3135593220338983,2748,531,1647.0,186.0,6.0,332.0,0.0,46.0,2348.0,419.0,1463.0,148.0,4.0,284.0,0.0,30.0,0.17844974446337308,0.06303236797274275,0.623083475298126
1132512,78,0.5512820512820513,0.4487179487179487,2078,387,1198.0,198.0,7.0,265.0,0.0,23.0,1804.0,289.0,1116.0,156.0,7.0,223.0,0.0,13.0,0.16019955654101994,0.08647450110864745,0.6186252771618626
1132513,169,0.621301775147929,0.37869822485207105,4118,953,1699.0,605.0,10.0,813.0,0.0,38.0,3507.0,748.0,1536.0,486.0,6.0,705.0,0.0,26.0,0.2132877102936983,0.13857998289136014,0.43798118049615054
1132514,157,0.6178343949044586,0.3821656050955414,4078,1173,2005.0,383.0,6.0,454.0,4.0,53.0,3376.0,824.0,1803.0,306.0,5.0,394.0,2.0,42.0,0.24407582938388625,0.09063981042654028,0.5340639810426541
1132601,45,0.5555555555555556,0.4444444444444444,5068,1202,1278.0,576.0,18.0,1901.0,4.0,89.0,4031.0,942.0,1080.0,477.0,13.0,1467.0,4.0,48.0,0.2336889109402133,0.11833291987099975,0.2679235921607542
1132602,107,0.6261682242990654,0.37383177570093457,5280,1559,1693.0,664.0,23.0,1278.0,5.0,58.0,4244.0,1102.0,1535.0,505.0,11.0,1048.0,5.0,38.0,0.2596606974552309,0.11899151743638076,0.3616870876531574
1132603,66,0.6060606060606061,0.3939393939393939,6998,1489,1952.0,722.0,21.0,2726.0,1.0,87.0,5689.0,1218.0,1711.0,568.0,4.0,2142.0,1.0,45.0,0.2140973809105291,0.09984179996484444,0.3007558446124099
1132604,83,0.6626506024096386,0.3373493975903614,4790,1273,1682.0,884.0,15.0,875.0,4.0,57.0,4083.0,1048.0,1504.0,741.0,10.0,742.0,4.0,34.0,0.2566740142052412,0.18148420279206465,0.3683566005388195
1132605,33,0.5454545454545454,0.4545454545454545,4321,517,1000.0,163.0,10.0,2605.0,0.0,26.0,3298.0,353.0,825.0,129.0,1.0,1982.0,0.0,8.0,0.10703456640388112,0.0391146149181322,0.2501516070345664
1132700,152,0.6513157894736842,0.34868421052631576,5464,1556,2591.0,616.0,12.0,634.0,1.0,54.0,4575.0,1245.0,2272.0,472.0,11.0,537.0,1.0,37.0,0.2721311475409836,0.10316939890710383,0.4966120218579235
1132701,161,0.5403726708074534,0.4596273291925466,4398,1014,2405.0,312.0,15.0,596.0,0.0,56.0,3788.0,814.0,2164.0,249.0,12.0,518.0,0.0,31.0,0.21488912354804648,0.06573389651531153,0.5712777191129884
1132702,179,0.4916201117318436,0.5083798882681564,5152,679,3331.0,342.0,11.0,744.0,1.0,44.0,4335.0,533.0,2877.0,280.0,7.0,615.0,1.0,22.0,0.1229527104959631,0.06459054209919261,0.6636678200692041
1132703,31,0.6451612903225806,0.3548387096774194,2360,953,700.0,288.0,7.0,397.0,4.0,11.0,1906.0,702.0,640.0,223.0,7.0,328.0,4.0,2.0,0.3683105981112277,0.11699895068205668,0.3357817418677859
1132704,134,0.6791044776119403,0.3208955223880597,6530,2096,2096.0,986.0,14.0,1285.0,2.0,51.0,5228.0,1463.0,1858.0,785.0,13.0,1079.0,2.0,28.0,0.2798393267023718,0.1501530221882173,0.35539403213465953
1132705,83,0.6746987951807228,0.3253012048192771,3835,1446,1169.0,543.0,6.0,653.0,1.0,17.0,3071.0,1038.0,1041.0,426.0,5.0,551.0,1.0,9.0,0.3380006512536633,0.13871703028329535,0.3389775317486161
1132706,95,0.5894736842105263,0.4105263157894737,5046,1379,2060.0,462.0,13.0,1082.0,2.0,48.0,4245.0,1050.0,1863.0,370.0,13.0,916.0,1.0,32.0,0.2473498233215548,0.08716136631330977,0.4388692579505301
1132707,105,0.7904761904761904,0.20952380952380956,6838,2852,2402.0,725.0,22.0,778.0,6.0,53.0,5431.0,2164.0,2043.0,527.0,17.0,646.0,5.0,29.0,0.3984533235131652,0.09703553673356656,0.3761738169766157
1132708,184,0.6195652173913043,0.3804347826086957,6585,1484,3239.0,655.0,28.0,1147.0,2.0,30.0,5567.0,1132.0,2901.0,549.0,25.0,938.0,2.0,20.0,0.20334111729836535,0.09861684929046163,0.5211065205676306
1132709,52,0.5384615384615384,0.4615384615384616,2015,644,1046.0,190.0,5.0,122.0,0.0,8.0,1726.0,492.0,971.0,160.0,5.0,96.0,0.0,2.0,0.2850521436848204,0.09269988412514484,0.5625724217844728
1132710,108,0.75,0.25,4893,2100,1727.0,606.0,15.0,400.0,1.0,44.0,3734.0,1483.0,1419.0,467.0,12.0,337.0,1.0,15.0,0.3971612212104981,0.12506695232994108,0.3800214247455812
1132711,94,0.7127659574468085,0.2872340425531915,3550,823,1261.0,440.0,9.0,975.0,0.0,42.0,2751.0,543.0,1071.0,328.0,8.0,780.0,0.0,21.0,0.19738276990185388,0.11922937113776808,0.3893129770992366
1132712,151,0.6622516556291391,0.3377483443708609,7495,3016,2494.0,1093.0,36.0,804.0,0.0,52.0,5751.0,2172.0,2104.0,808.0,26.0,617.0,0.0,24.0,0.3776734480959833,0.14049730481655365,0.36584941749261
1132713,80,0.6375,0.3625,1905,229,1440.0,141.0,4.0,81.0,0.0,10.0,1788.0,203.0,1377.0,127.0,4.0,69.0,0.0,8.0,0.11353467561521252,0.07102908277404922,0.7701342281879194
1132714,180,0.6222222222222222,0.37777777777777777,6865,2154,2292.0,1403.0,24.0,941.0,1.0,50.0,5493.0,1549.0,1990.0,1123.0,19.0,793.0,1.0,18.0,0.2819952667030766,0.2044420171126889,0.3622792645184781
1132715,133,0.6165413533834586,0.3834586466165413,4591,1233,1762.0,707.0,11.0,802.0,4.0,72.0,3690.0,919.0,1516.0,557.0,7.0,658.0,2.0,31.0,0.2490514905149052,0.15094850948509486,0.410840108401084
1132716,71,0.7746478873239436,0.22535211267605634,2467,1120,715.0,397.0,7.0,217.0,0.0,11.0,1856.0,806.0,581.0,288.0,3.0,174.0,0.0,4.0,0.4342672413793103,0.15517241379310345,0.3130387931034483
1132717,0,0.0,0.0,24,0,24.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1132801,67,0.5373134328358209,0.4626865671641791,4303,989,2838.0,83.0,15.0,346.0,0.0,32.0,3451.0,630.0,2437.0,62.0,11.0,302.0,0.0,9.0,0.18255578093306288,0.017965807012460158,0.7061721240220226
1132802,80,0.4625,0.5375,5565,1414,3305.0,119.0,12.0,678.0,1.0,36.0,4367.0,998.0,2735.0,88.0,7.0,524.0,1.0,14.0,0.22853217311655602,0.020151133501259445,0.6262880696130066
1132803,36,0.5,0.5,1647,300,1222.0,8.0,0.0,100.0,0.0,17.0,1386.0,214.0,1085.0,6.0,0.0,75.0,0.0,6.0,0.1544011544011544,0.004329004329004329,0.7828282828282829
1132804,60,0.5166666666666667,0.4833333333333333,3390,710,2187.0,91.0,20.0,311.0,3.0,68.0,2740.0,519.0,1860.0,67.0,17.0,251.0,2.0,24.0,0.1894160583941606,0.024452554744525547,0.6788321167883211
1132805,88,0.4886363636363637,0.5113636363636364,5980,1137,3380.0,142.0,23.0,1259.0,4.0,35.0,4604.0,783.0,2727.0,107.0,18.0,958.0,2.0,9.0,0.1700695047784535,0.02324066029539531,0.5923110338835795
1132806,64,0.453125,0.546875,4100,928,2347.0,141.0,10.0,641.0,0.0,33.0,3147.0,622.0,1907.0,106.0,7.0,486.0,0.0,19.0,0.1976485541785828,0.033682872577057515,0.6059739434381951
1132807A,38,0.4473684210526316,0.5526315789473685,3593,900,1847.0,79.0,4.0,696.0,1.0,66.0,2634.0,603.0,1432.0,58.0,3.0,515.0,1.0,22.0,0.22892938496583146,0.02201974183750949,0.5436598329536826
1132808,43,0.5116279069767442,0.4883720930232558,4029,769,2310.0,154.0,3.0,726.0,0.0,67.0,2926.0,486.0,1736.0,127.0,3.0,548.0,0.0,26.0,0.16609706083390294,0.043403964456596035,0.5933014354066986
1132809,42,0.5476190476190477,0.4523809523809524,5162,1836,2135.0,479.0,7.0,653.0,5.0,47.0,3956.0,1341.0,1718.0,351.0,6.0,508.0,5.0,27.0,0.3389787664307381,0.08872598584428716,0.4342770475227503
1132810A,0,0.0,0.0,38,10,24.0,0.0,2.0,2.0,0.0,0.0,38.0,10.0,24.0,0.0,2.0,2.0,0.0,0.0,0.2631578947368421,0.0,0.631578947368421
1132900,96,0.4270833333333333,0.5729166666666666,4186,1293,2408.0,239.0,18.0,197.0,0.0,31.0,3590.0,988.0,2184.0,198.0,15.0,179.0,0.0,26.0,0.27520891364902506,0.05515320334261838,0.6083565459610027
1132901,19,0.631578947368421,0.3684210526315789,2357,1234,833.0,172.0,4.0,101.0,2.0,11.0,1941.0,916.0,764.0,151.0,3.0,98.0,2.0,7.0,0.4719216898505925,0.07779495105615662,0.39361154044307056
1132902,42,0.5714285714285714,0.42857142857142855,3234,1318,1326.0,388.0,6.0,156.0,0.0,40.0,2585.0,934.0,1202.0,286.0,6.0,129.0,0.0,28.0,0.3613152804642166,0.11063829787234042,0.464990328820116
1132903,29,0.6206896551724138,0.3793103448275862,2876,694,1730.0,180.0,4.0,240.0,2.0,26.0,2844.0,684.0,1714.0,180.0,4.0,236.0,2.0,24.0,0.2405063291139241,0.06329113924050632,0.6026722925457103
1132904,0,0.0,0.0,232,101,54.0,45.0,0.0,30.0,0.0,2.0,194.0,82.0,47.0,45.0,0.0,20.0,0.0,0.0,0.42268041237113396,0.23195876288659795,0.2422680412371134
1132905,16,0.375,0.625,784,131,571.0,39.0,0.0,39.0,0.0,4.0,682.0,109.0,508.0,28.0,0.0,35.0,0.0,2.0,0.1598240469208211,0.04105571847507331,0.7448680351906158
1132910,0,0.0,0.0,233,72,140.0,5.0,0.0,16.0,0.0,0.0,207.0,59.0,130.0,3.0,0.0,15.0,0.0,0.0,0.285024154589372,0.014492753623188406,0.6280193236714976
1132911,3,0.6666666666666666,0.3333333333333333,713,171,318.0,32.0,1.0,164.0,0.0,27.0,565.0,117.0,287.0,24.0,0.0,133.0,0.0,4.0,0.20707964601769915,0.04247787610619469,0.5079646017699115
1132920,115,0.7652173913043478,0.23478260869565215,4906,1432,2414.0,606.0,21.0,357.0,1.0,75.0,3992.0,1088.0,2054.0,495.0,14.0,299.0,1.0,41.0,0.2725450901803607,0.12399799599198395,0.5145290581162325
1132921,157,0.6751592356687898,0.3248407643312102,5901,1625,2875.0,682.0,18.0,636.0,2.0,63.0,4755.0,1205.0,2470.0,548.0,13.0,495.0,0.0,24.0,0.25341745531019977,0.1152471083070452,0.5194532071503679
1132922,168,0.7916666666666666,0.20833333333333331,7632,2409,3753.0,903.0,27.0,442.0,1.0,97.0,5826.0,1675.0,3058.0,682.0,18.0,353.0,1.0,39.0,0.2875042911088225,0.11706144867833848,0.5248884311706145
1132923,104,0.7403846153846154,0.25961538461538464,5421,1737,2791.0,701.0,16.0,142.0,2.0,32.0,4260.0,1255.0,2337.0,526.0,11.0,117.0,1.0,13.0,0.2946009389671361,0.12347417840375588,0.5485915492957747
1132924,86,0.7093023255813954,0.2906976744186047,3287,1010,1610.0,443.0,13.0,190.0,0.0,21.0,2511.0,710.0,1311.0,326.0,6.0,153.0,0.0,5.0,0.2827558741537236,0.12982875348466744,0.5221027479091995
1132925,112,0.6964285714285714,0.3035714285714285,4226,1010,2561.0,300.0,15.0,307.0,0.0,33.0,3465.0,731.0,2213.0,236.0,14.0,258.0,0.0,13.0,0.21096681096681094,0.0681096681096681,0.6386724386724387
1132926,62,0.7258064516129032,0.27419354838709675,3447,1253,1592.0,460.0,11.0,102.0,0.0,29.0,2675.0,869.0,1356.0,348.0,7.0,86.0,0.0,9.0,0.32485981308411216,0.13009345794392524,0.5069158878504673
1132927,174,0.7298850574712644,0.27011494252873564,9151,2833,4353.0,1321.0,33.0,556.0,4.0,51.0,7071.0,1974.0,3607.0,1018.0,23.0,419.0,3.0,27.0,0.2791684344505728,0.14396832131240278,0.5101117239428652
1132928,76,0.6052631578947368,0.3947368421052632,3535,728,2240.0,316.0,5.0,228.0,2.0,16.0,2921.0,572.0,1896.0,264.0,5.0,177.0,2.0,5.0,0.19582334816843547,0.09038000684697023,0.6490927764464225
1132929,48,0.5625,0.4375,2080,784,1060.0,156.0,9.0,59.0,1.0,11.0,1708.0,587.0,952.0,112.0,4.0,51.0,1.0,1.0,0.3436768149882904,0.06557377049180327,0.5573770491803278
1132940,26,0.5384615384615384,0.4615384615384616,2488,498,1720.0,116.0,11.0,128.0,0.0,15.0,2121.0,408.0,1517.0,93.0,7.0,85.0,0.0,11.0,0.1923620933521924,0.04384724186704385,0.7152286657237152
1132941,115,0.6260869565217392,0.3739130434782609,6875,2019,3356.0,570.0,46.0,787.0,1.0,96.0,5343.0,1444.0,2796.0,427.0,34.0,598.0,1.0,43.0,0.2702601534718323,0.07991764926071496,0.5233015160022461
1132942,117,0.6837606837606838,0.3162393162393162,6253,1666,3603.0,342.0,49.0,523.0,7.0,63.0,5007.0,1194.0,3075.0,262.0,32.0,415.0,3.0,26.0,0.2384661473936489,0.05232674256041542,0.6141402037147993
1133000,101,0.4752475247524752,0.5247524752475248,3990,616,3031.0,129.0,18.0,165.0,2.0,29.0,3886.0,594.0,2958.0,122.0,18.0,163.0,2.0,29.0,0.15285640761708702,0.03139475038600103,0.7611940298507462
1133001,12,0.8333333333333334,0.16666666666666666,1172,647,93.0,423.0,0.0,6.0,0.0,3.0,822.0,373.0,91.0,351.0,0.0,5.0,0.0,2.0,0.4537712895377129,0.42700729927007297,0.11070559610705596
1133002,62,0.7258064516129032,0.27419354838709675,3087,2089,253.0,697.0,4.0,29.0,0.0,15.0,2349.0,1508.0,226.0,572.0,4.0,26.0,0.0,13.0,0.6419753086419753,0.2435078756917837,0.09621115368241803
1133003,143,0.7342657342657343,0.2657342657342657,2346,868,295.0,1160.0,4.0,11.0,1.0,7.0,2002.0,657.0,290.0,1036.0,4.0,9.0,1.0,5.0,0.32817182817182816,0.5174825174825175,0.14485514485514486
1133004,179,0.7541899441340782,0.24581005586592175,3107,1136,795.0,1161.0,2.0,10.0,0.0,3.0,2725.0,945.0,763.0,1006.0,2.0,7.0,0.0,2.0,0.3467889908256881,0.3691743119266055,0.28
1133005,7,0.14285714285714285,0.8571428571428571,362,142,111.0,104.0,2.0,3.0,0.0,0.0,269.0,94.0,108.0,62.0,2.0,3.0,0.0,0.0,0.3494423791821561,0.2304832713754647,0.4014869888475837
1133006,98,0.4897959183673469,0.5102040816326531,3619,863,2287.0,245.0,11.0,177.0,5.0,31.0,3359.0,842.0,2089.0,219.0,11.0,162.0,5.0,31.0,0.2506698422149449,0.0651979755879726,0.6219112831199762
1133007,29,0.5862068965517241,0.4137931034482759,506,75,339.0,30.0,2.0,45.0,0.0,15.0,494.0,75.0,329.0,30.0,2.0,45.0,0.0,13.0,0.15182186234817813,0.06072874493927125,0.6659919028340081
1133008A,248,0.657258064516129,0.3427419354838709,4752,1552,2333.0,688.0,24.0,104.0,5.0,46.0,4438.0,1432.0,2209.0,623.0,24.0,103.0,5.0,42.0,0.3226678684091933,0.14037854889589904,0.4977467327625056
1133009,156,0.6602564102564102,0.33974358974358976,3512,750,1848.0,749.0,7.0,143.0,0.0,15.0,3363.0,680.0,1818.0,710.0,6.0,135.0,0.0,14.0,0.20220041629497476,0.2111210228962236,0.5405887600356825
1133010,41,0.9268292682926829,0.07317073170731707,522,151,223.0,76.0,1.0,68.0,1.0,2.0,518.0,150.0,221.0,75.0,1.0,68.0,1.0,2.0,0.28957528957528955,0.14478764478764478,0.4266409266409266
1133011,63,0.6190476190476191,0.3809523809523809,1714,427,819.0,343.0,7.0,102.0,0.0,16.0,1629.0,405.0,807.0,309.0,7.0,87.0,0.0,14.0,0.24861878453038674,0.18968692449355432,0.4953959484346225
1133012,11,0.8181818181818182,0.18181818181818185,413,324,6.0,83.0,0.0,0.0,0.0,0.0,341.0,258.0,5.0,78.0,0.0,0.0,0.0,0.0,0.7565982404692082,0.2287390029325513,0.014662756598240468
1133013,11,0.7272727272727273,0.2727272727272727,2707,1319,1008.0,343.0,13.0,7.0,0.0,17.0,2124.0,980.0,853.0,260.0,11.0,6.0,0.0,14.0,0.4613935969868173,0.1224105461393597,0.4016007532956685
1133014,16,0.875,0.125,7012,4002,2491.0,402.0,28.0,14.0,1.0,74.0,5296.0,2888.0,2044.0,288.0,19.0,11.0,1.0,45.0,0.5453172205438066,0.05438066465256797,0.3859516616314199
1133015,4,1.0,0.0,696,308,369.0,12.0,5.0,0.0,0.0,2.0,581.0,232.0,335.0,8.0,5.0,0.0,0.0,1.0,0.3993115318416523,0.013769363166953529,0.576592082616179
